	id	text	label
128	10084	Mám ho pořád při ruce.	0
129	10217	Stačí vylít špinavou vodu.	0
130	10735	Což je dost nepříjemné.	1
131	10171	Podle mého názoru top v čištění autosedaček.	0
132	10022	Nikdy bych nevěřila kolik prachu doma máme.	1
133	10984	Horší manipulace při čištění.	1
134	10373	2 v 1 - dříve jen ruční.	1
135	11270	Který jsem měl před 4 lety je kvalita zpracování o trošku horší.	0
136	10231	Kromě šamponu žádné provozní náklady.	0
137	9359	Ideální pro děti do pokojíku.	0
138	9945	Velmi kvalitní výrobek za přijatelnou cenu.	0
139	10245	Tri ruzne typy hubic + 2 nastavce.	0
140	9985	Tak ho můžu použít i do výšek na vysátí prachu v regálech.	0
141	9710	Ale bohužel se častý používáním porouchal a nechtěla jsem ho nechat opravovat.	0
142	9687	27 letech odešel vysavač (eta rovwenta).	0
143	10974	Aby šel hlavní díl vysavače vyndat.	1
144	11125	Pro ženu celkem těžká sací rukojeť.	1
145	9505	Oddělené nádrže na čistou a špinavou vodu.	0
146	10558	Velký sací koš s výměnným sáčkem.	0
147	11345	Špatně se sundavá kryt nádoby při vysypávání nečistot.	1
148	11247	Více druhů tohoto vysavače a nepřehlednost typů pro kupujícího.	1
149	10313	Kvalitní profi vysavač pro časte použití.	0
150	11317	Chybi nastavce na rucni vysavac.	1
151	11200	Že je přístroj již nabitý.	1
152	10654	V základu vybavení chybí sada pro vysávání podlah.	1
153	10862	Musí se pak čistit ručně.	1
154	10893	Nádoba na vodu není vyjímatelná.	1
155	10468	I na nejtišší režim stále uspokojivě vysaje.	0
156	10148	Čištění koberců vodou je také kvalitní.	0
157	9497	Za cenu cca 3k dobrý kup.	0
158	10054	Výhodou je mobilita zařízení.	0
159	9391	Kvalita za rozumnou cenu.	0
160	11271	Aby se s ní dal popotahovat celý vysavač.	1
161	9703	Opravu (asi spálený motor) neřeším a objednal jsem rovnou nový vysavač.	1
162	10277	Tak i z koberce s nízkým vlasem.	0
163	11015	Kdyby kartáč na čištění byl rotační.	1
164	9460	Vysavač má opravdu velký tah.	0
165	9649	Že je dostačujicí na trochu pilin a omítky.	0
166	9312	Poradí si snadno se zvířecími chlupy a vlasy na koberci.	0
167	9722	Sacky v ecasoftu v cene.	0
168	10002	Aby se dala omotat.	1
169	10763	Větrací otvory jsou po straně produktu.	1
170	10826	V parkovací poloze nedrží trubice na vysavači.	1
171	10176	Ale vyrobek doporucuji a urcite bych si  ho koupila znova.	0
172	10718	Nemilé překvapení při zjištění.	1
173	9812	Na běžné vysávání ideální.	0
174	11066	Hadice vypadává z těla vysavače.	1
175	9499	Máme doma chlupaté miláčky a opravdu vysavač vysaje vše.	0
176	10349	Zvládá vysávat v garáži.	0
177	10012	Dobra vydrž a sací schopnost.	0
178	9880	Dostatečně robustní pro použití na stavbách apd.	0
179	11420	Přesto tento výrobek doporučuji.	1
180	9484	I nepořádek na něm nanesený.	0
181	9271	Koberce vyčistí průměrně dobře.	0
182	9982	Je to výkonný a kvalitní vysavač.	0
183	10617	Tak váha není problém.	1
184	10234	Moc spokojen kvalita za rozumnou cenu.	0
185	10016	Že má síťové připojení.	0
186	10501	Nádobka se dá dobře vymýt.	1
187	11459	Šňúra mohla být delší.	1
188	9262	Dlouha  vysavaci hadice a privodni kabel.	0
189	9407	Rowenta je prostě dobrá značka.	1
190	10196	Tak jsem si koupila nový.	0
191	9281	Supr je taky uchyt na hadici kde mate po ruce dalsi dva oblibene nadstavce a sou po ruce pri samotnem vysavani.	1
192	11152	Přivítala bych horní ucho.	1
193	10384	Aby nevířil prach z ještě nevysátých míst.	1
194	11302	Vysavač pracoval 2 dny a porouchal se.	0
195	10870	Vychvalované univerzální sáčky unibag nemají hygienický uzávěr.	0
196	9399	Snadno lze vysypat nádobu s prachem.	0
197	11461	Jako to měla malinká eta.	1
198	11435	Že kabel není navíjecí.	1
199	10905	Snad jen kratší přívodní šňúra.	1
200	9970	Dobře luxuje psí chlupy.	0
201	9292	Ideální pomocník pro úklid interiéru auta.	0
202	11113	Váha - na přenášení moc není.	1
203	11331	Berte to ako dobrú radu.	0
204	10760	Není problém ho vysávat s tímto vysavačem na plný výkon.	1
205	11168	Že nikde nebyl žádný úlomek.	1
206	10453	Indikator pro nutnost vycistit filtr.	1
207	10120	Splňuje přesně mé požadavky.	0
208	10592	Nedokonalá konstrukce (chybí pořádné madlo).	1
209	10077	Velmi lehký a pracuje se s ním rychle.	0
210	11362	Vysavač má tendenci se zvedat.	1
211	10956	Těžko odstranitelné fleky nevytře.	1
212	11284	Ale na drobky stačí.	0
213	9540	Používám ho na vinylovou podlahu.	0
214	11555	Malá nádoba na prach.	1
215	9731	Co potřebujete k údržbě a čištění  koberců.	0
216	10839	Chvíli trvá než dokonale vyschne oplachovací nádoba zevnitř.	0
217	9367	Vyhovuje po všech stránkách.	0
218	10005	Podlaha je skoro ihned suchá.	1
219	9520	Hodne muziky za malo penez.	0
220	10661	Dlouhé vlasy se tam namotávají (ale raději vyčistím kartáček.	1
221	9599	To je takovej cucák.	0
222	10536	Nastavení sacího výkonu podle ikon.	0
223	10018	Jsme s ním naprosto spokojeny.	0
224	11298	Tento v žiadnom prípade nedoporučujem.	1
225	10535	Nádobka se dobře čistí.	0
226	9506	Zatím nevím o žádné.	1
227	10628	Na obrázku i stěrky.	0
228	11387	Snad jen 'kratší el.	1
229	9574	Jeden z nejlépe hodnocených vysavačů ve srovnání d-testu.	0
230	11358	Není  v obchodě  k dispozici přípravek  na čištění  koberce.	1
231	10837	Zatím se nic nepokazilo.	1
232	10394	Sáčky jsou velké a spolehlivě utěsněné.	0
233	9541	Snadná údržba prachových nádob.	0
234	11023	Vyšší hlučnost (ale nic hrozného).	1
235	9513	Vždy po ruce na rychlý úklid.	0
236	9330	Od kärcher máme vysokotlaký čistič a jsme s ním spokojeni.	0
237	10403	Tichost - nezvyk oproti starému vysavači.	1
238	9443	Která je snadno vyjímatelná.	0
239	9780	Sedačky a polstrování v autě.	0
240	11416	Občas zápasím se zámky.	0
241	9384	Na svůj poměr cena - výkon.	0
242	9689	Perfektně vysává do vody.	0
243	9625	Kloub umožňuje kopírovat terén.	1
244	9836	Z jedné zásuvky vysaji celý náš byt.	1
245	11389	Z rotačního kartáče se těžko odstraňují dlouhé vlasy.	1
246	10553	Vydrzi az 60 min coz je u nas dostatecne (cca 100m2).	0
247	10090	Jsme s ním maximálně spokojeni!.	0
248	11091	Hubice ma hruby kartac na voskovane drevo se moc nehodi.	1
249	10378	Pracuje každý den a jsem s ním spokojen.	0
250	10868	Tento je má uložené uvnitř těla vysavače.	1
251	9716	Bez problémů vysaje i zvířecí chlupy.	0
252	9514	Mám vždy při ruce.	0
253	10167	Slušná kvalita za rozumnou cenu.	0
254	10146	Pracant za ty peníze super pomocník.	0
255	9325	Malý příkon jen 700 w.	1
256	11486	Ale to chce jen cvik.	1
257	9877	Možnost sbírat vysávané do obyč.	0
258	11003	Nepřehledný zásobník na čistou vodu.	1
259	10941	Je to pod stromek.	1
260	10009	Nízká hmotnost a hlučnost.	1
261	10006	Maximálně jednoduchá a účelu plně podřízená konstrukce bez designových hovadinek.	0
262	11502	Chybí otvor pro snadné vylití špinavé vody popsaný v návodu.	1
263	11315	Tak se vysavač vypnul u tohoto se musím ohnout a zmáčknout tlačítko na vysavači.	1
264	9614	Překvapivě silný sací výkon.	0
265	9473	Který opravdu nechává po sobě hodně chlupů.	1
266	10024	Suché i mokré vysávání.	0
267	9623	Dobře se vysypává smetí.	0
268	9469	Výkonný vysavač ideální pro menší montážní práce.	0
269	9582	Vzduchový rotační kartáč vcelku hezky vysává.	0
270	9734	Opravdu vysaje prach i v garáži.	0
271	9853	Malý a dobře ovaldatelný.	0
272	11482	Je větších rozměru ale to v rodinnem domě nevadí.	1
273	10033	Vhodný pro denní úklid.	0
274	10017	Rychle k dispozici a bez šňůry.	0
275	9684	Balení obsahuje příslušenství k vysavači (úzká trubice apod.	1
276	11088	Starsi typ baterie nimh.	0
277	10086	Bála jsem se manipulace.	1
278	11062	Sací výkon by mohl být vyšší.	1
279	10933	Trochu problém neustále posouvání nebo úplné otevření regulace výkonu na hubici u plovoucí podlaze nebo koberečku se stane.	1
280	10785	Které ovšem nemusí mít tak vysokou filtrační schopnost.	0
281	9647	Logická konstrukce i dekonstrukce přístroje i bez návodu.	0
282	11291	Slabé sání - od toho jsme si slibovala víc.	0
283	10140	Naopak dělám to ráda.	1
284	11549	Je velmi obtížné nasadit a stále padá.	1
285	9821	Luxuje podlahu i koberce a kartáč (s osvětlením) se otáčí do všech koutů.	0
286	11040	Dost slabý sací výkon.	1
287	11197	Když potřebujete uklidit a nic :o(.	1
288	9265	Výhodou jsou turbokartáče a ostatní doplňkové hlavice.	1
289	10357	Jsme s vysavačem velmi spokojeni.	0
290	10990	Příliš silná hadice k vysavači.	1
291	9831	Skladné (nemá žádnou nabíjecí stanici.	0
292	9369	Možnost suché mokré vysávání a tepovani.	0
293	10423	Jsem úklidový maniak a s vysavačem jsem spokojená.	0
294	9356	Snad jeden z nejlehčích aku vysavačů.	0
295	10828	Je to střep dělaný v číně pod německou značkou!!!!!.	1
296	10469	Snadná manipulace díky kolečkům.	0
297	9397	I na vyšší výkon bez problému vysaji celý byt.	0
298	11308	Snad jen dlouhý přívodní kabel.	1
299	10367	Měla jsem také electrolux.	0
300	10363	Plně splňuje požadavky pro domácí vysávání.	0
301	9944	Který se dostane všude.	1
302	10588	Nefunguje možnost použití ruční varianty pouze po vyjmutí z tyčové verze.	1
303	9728	Čištění není tak náročné.	1
304	9802	Splňuje vše co jsem očekával.	0
305	10182	Má sílu /až zvedá koberec/.	0
306	9383	Snadno se dostane do prostorů.	0
307	10671	Ale to je to nejmenší.	1
308	9301	Super pomocník pro suché i mokré vysávání.	0
309	9813	Sací výkon odpovídá ceně.	0
310	9279	Dostatocne sanie malych necistot.	0
311	10677	Malá nádobka na smetí.	0
312	10832	Konstruktéra bych pověsil za koule do průvanu.	1
313	11476	Ucpává se často hadice.	1
314	9752	Velmi dobrý poměr výkon/cena.	0
315	10405	Vysoký výkon a spolelivost.	0
316	10611	Bez hubice vysává hůře.	0
317	11529	Nutnost stále držet tlačítko.	1
318	9440	Dobře saje má tah.	0
319	10674	Ma sice nastavitelny vykon.	1
320	10096	Žádné smetí nebo drobky na zemi nezůstávají ani šmouhy při vytírání.	0
321	10142	Manipulace s vysavačem na matrace je komfortní.	0
322	11257	Trošku hůře jdou mačkat tlačítka navíjení a zapnutí - srovnávám s minulým vysavačem.	1
323	10947	Že dochází poznáte pouze podle snížení sacího výkonu.	1
324	9353	Není potřeba kupovat sáčky ani filtry(jsou omyvatelné).	0
325	10404	Není třeba kupovat sáčky.	0
326	9278	Protože se jen nasouvala na tyč a časem se to zaneslo.	1
327	9977	Výstup vzduchu na vrchní straně vysavače (nevíří prach za ním).	1
328	9277	S kvalitou plastu nemám problém.	1
329	9654	Oproti vysavacum co jsem mela dost tichy.	0
330	10168	Vysávání a vytírání v jednom kroku.	0
331	10994	Mohl by mít víc zásobních sáčků než jeden.	1
332	10955	Nesvítí při vysávání stále.	0
333	10583	Je hlučný - nemám ale srovnání s jinými.	`0
334	10309	Díky snížené spotřebe se tepelně nenamáhá elektrická zástrčka.	1
335	11141	Při síle savosti i při nejnižším výkonu zvedám lehčí koberec ze země.	0
336	11008	Zatím nemám nic proti.	1
337	9559	Ta spočívá v čerpadle.	1
338	10308	Výborné na kočičí chlupy.	0
339	10450	Za málo peněz výborný výkon.	0
340	9294	Doslova se přisál k podlaze.	1
341	10811	Trubky jsou příšerné a hadice po chvílí vypadne - drží ji pouze pár závitů a je příliš měkká.	1
342	11395	Není náhradní hadr na vytírání.	1
343	10246	Je používán denné několikrát.	0
344	11019	Velmi nepříjemně vysoký tón zvuku při vysávání.	1
345	10326	Co jsem doma zkusila.	0
346	10327	Vysává i vytírá současně.	0
347	11332	Reklamační oddělení nereaguje na reklamaci.	1
348	9481	Levný a výkonný stroj.	0
349	11228	Ale to je logické.	1
350	10667	Obyčejná plastová a relativně krátká hadice.	1
351	9889	Ale svým designem je velmi pěkným doplňkem interiéru kuchyně.	0
352	10902	Trochu hlučnější a při delším vysávání těžší.	1
353	11410	Při luxování třeba drobné sutě nejsou potřeba ale pokud chci vysavač používat s nářadím (bruska).	1
354	10618	Ve specifikaci výrobku i v návodu.	0
355	10684	Ale je to detail.	1
356	9408	Vynikající na vysátí prachu kolem krbu.	0
357	11170	Poněkud primitvní plastové koleno do kterého se zasazuje teleskopická tyč.	1
358	10228	Přednost bez-sáčkového řešení je super!.	0
359	10242	Ta se dá nasadit na výfuk.	1
360	10576	Snad jen velikost vysavače.	1
361	9886	Dobrá baterie za super cenu.	0
362	10124	Ale na malé plochy použít lze.	0
363	11111	Občas se při dotyku sací hadicí aktivuje samonavíjení.	1
364	10766	Zpracování (ale na tu cenu ještě super).	0
365	9558	Vyhovuje mi pro vysávání hrubých nečistot.	0
366	11204	Tento model nemá systém na sekání vlasů.	1
367	9751	Dobrá manipulace s přístrojem.	0
368	9670	Perfektní na psí chlupy.	0
369	9528	Velmi dobrý na zvířecí chlupy.	0
370	10239	Krasne luxuje i s malym vykonem.	0
371	9913	Velká nádoba a velký výkon.	0
372	10655	Chybí automatické vypnutí nabíjení.	1
373	9463	Rozhodla jsem se ke koupi z důvodu ceny.	0
374	10715	Musí se často dolejvat.	1
375	10368	Tak na vysavání chlupů je super.	0
376	10310	Vysavač vysává lépe než můj předchozí sáčkový elektrolux.	0
377	10953	Stojánek na vysavač-při vyjmutí vysavače musí být použity obě ruce.	1
378	11163	Vysávací hubice drhne na koberci.	1
379	11135	Kvůli nízké hmotnosti se občas vysavač sám překlopí na stranu.	1
380	9818	Bez problému vysaje koberec.	0
381	9308	To posoudí až dcery.	1
382	9742	Při úklidu pojíždí zlehka za vámi.	0
383	10409	Skvěle a rychle se čistí.	0
384	11194	Malý rozsah ovládání síly sání.	0
385	11534	Při vypnutém stavu nelze použít zásuvku na vysavači.	1
386	9620	Za cenu velký sací výkon.	0
387	10875	Lze hubici těžko od povrchu odtrhnout.	1
388	10744	Mohl mít lepší rukojeť (nahoře s madlem).	1
389	10552	Výborný na vysávání drobků a jiných nečistot.	0
390	11310	Při vysávání se přívodní kabel automaticky nezasouvá zpět.	0
391	10886	Ale umí naprosto všechno.	1
392	9664	Turbokartáč používám po návštěvě chlupatějších psích kamarádů.	1
393	10183	Perfektní pro přímočarou pilu.	0
394	10364	Prikon je mensi nez 700 w.	0
395	9554	Proste zatim v poradku.	1
396	9767	Vytírací váleček je jeden dlouhý.	1
397	10796	Kolečko na regulaci výkonu špatně přístupné.	1
398	10549	Cena na mall nižší než na stránkách vyrobce.	0
399	11523	Prohýbají se při luxování.	0
400	9956	Spousta nástavců a hubic.	0
401	11047	Jak dlouho vydrží baterie.	1
402	9547	Jako velke plus beru soucasne vysati a vytreni.	0
403	9328	Dobře vysává a má velkou vydrž baterie.	0
404	10152	Skladný a vždy po ruce.	0
405	10697	Což je ale u těchto vysavačů normální.	1
406	10199	Použití jako ruční vysavač.	0
407	10693	Ergonomicky ne zcela dokonalý.	0
408	10636	Abyste sestavili přístroj správně.	1
409	9489	Že má dvě rychlosti.	0
410	9632	Pro tento vysavač jsem se rozhodl.	0
411	9822	Na svoji váhu disponuje úžasným výkonem.	0
412	11240	Vysypavani necistot vyzaduje manualni odstraneni.	1
413	10739	Vysávač by mněl být pevnéjší.	1
414	9787	Dlouhá šňůra a delší hadice.	1
415	11406	Musí se častěji vysypávat.	1
416	9626	Aby dobře vyluxoval cokoli.	1
417	9510	Spínaná zásuvka pro připojení nářadí.	1
418	11282	Tak se i přenášet dá za ten menší úchyt.	1
419	9841	Který by u jiných typů nejspíš zacpal filtr ihned.	1
420	10278	Moh být mít větší výkon.	1
421	9404	Občas je ale potřeba přicpat hubici pro lepší oklepání.	1
422	10317	Délka kabelu je dostačující i když by mohl být delší.	0
423	10074	Plný výkon jen do 10 min.	1
424	11470	Použití turbokartáče je spojeno s obvyklou hlučností.	1
425	9820	Turbo kartáč opravdu funguje.	0
426	9786	Vysava a umyva koberce.	0
427	9456	Dobře řešený kloub hubice.	1
428	9268	Velká nádoba na odpad.	0
429	9365	Malí a perfektně saje opravdu mě mile překvapil ;).	0
430	10615	Menší zásobník na špínu.	0
431	9730	V menším bytě nahradí 100% klasický i příruční vysavač.	0
432	10047	Je super splnil naše očekávání.	0
433	10610	Sice má 'indikátor nabíjení'.	1
434	10548	Vyzkoušela jsem tetování koberců.	0
435	10830	Celkově dost velké rozměry.	0
436	11349	U nástavce upadává pojezdové kolečko.	1
437	10623	Ze nektere detaily by si zaslouzily lepsi zpracovani.	1
438	9424	Pokud by nepřesáhla 500.	1
439	9418	Ještě jsem ho nestihl prověřit ve všech provozních podmínkách.	0
440	10117	Nicméně pokud má někdo koberec s dlouhým vlasem naprosto nevyhovující.	1
441	11118	Takže při zvedání zůstal viset vodorovně.	1
442	10533	'za málo peněz hodně muziky'.	0
443	10993	Úzký tubus- takže starý filtr z 29 nebo 37 jako rezerva když vám vypraný filtr schne už nepoužijete.	1
444	9932	Díky dlouhé napájecí šňůře konečně nemusím řešit dosah k elektrické zásuvce.	1
445	9455	Zvedá to koberec ze země :d.	1
446	9748	Vše super a kvalitní.	0
447	11143	Při používání turbokartáče již není tak tichý.	1
448	11339	Prodlužovací tyč by mohla být delší.	1
449	10736	Taky  se mi hned po prvním vysávání začaly třepit červené sametky nalepené ve spodní části sací hubice.	1
450	10855	Že hubice je opravdu úplně k ničemu a není na ní co zkazit.	1
451	10720	Takže nejenom že zbytečně zmenšuje průřez pro proudící vzduch ale také se vytváří 'píšťala'.	0
452	10573	Za tu cenu luxusní vysavač.	0
453	9893	Dostane se fakt všude.	1
454	9544	Hodně příslušenství v balení.	0
455	10569	Nebo jednou za čas kvůli vlasům.	1
456	10793	Takže při zvedání se otočí 'na zadek'.	1
457	10809	-je velký a těžký.	0
458	11393	Pro menší byt stačí.	0
459	9577	Koberce vysává účinně i při nižším či minimálním výkonu.	0
460	9725	Snadné čištění nádoby na odpad.	0
461	9293	Skvělé vysávání sedaček apod.	0
462	11562	Ve výsledku je tato hubice nepoužitelná a na tvrdé podlahy používám univerzální hubici.	1
463	9669	Vysavač i nástavec dobře jezdí po podlaze (pokud se vysavač nezamotá do kabelu).	0
464	10091	Ale v dané kategorii vysavačů je zcela optimální.	0
465	9968	Dokonce ho používám i na vyluxování sedačky.	0
466	9683	Vysavani prez vodu a samponovani.	0
467	10787	Pro vylití vody je třeba vyndat mnoho věcí - toto by mohlo být vymyšleno mnohem praktičněji.	1
468	10135	Když máte zvíře neocenitelné.	0
469	11454	Který není trvale připevněn k podlaze.	0
470	9537	Označení blížícího se konce kabelu.	1
471	11294	Očekávala jsem lepší výkon při vysávání zvířecích chlupů.	0
472	10111	Jednoduché nabíjení v nab.	1
473	9919	Drží polohu i mimo nabíjecí stanici.	0
474	11167	Mohl by mít navýjení kabelu.	1
475	11157	I při nejnižším výkonu je velká síla sání.	0
476	10281	Potrebovala by maly drzak.	1
477	10267	Celkem jednoduché čistění filtrů i vyprazdňování prachu.	0
478	9355	Po průchodu psa při špatném počasí.	1
479	11162	S úzkým nástavcem opravdu hlučný.	1
480	9525	Jak ruční tak tyčový vysavač výborně vysávají lino.	1
481	10261	Zatím běží vše ok.	0
482	9492	Skvěle vysává i na nejnižší výkon.	0
483	9435	Dobry vykon a vydrz.	0
484	9511	Výhodou je pohon kartáče samostatným motorem.	0
485	9483	Regulace přisávání v madle.	0
486	10894	Jak se přenáší chvění z motorku.	0
487	10594	Chybí mi horní držák pro přenášení.	1
488	11180	Kdo necestuje s vysavačem v ruce po baráku.	1
489	9535	Lehký a relativně skladný.	0
490	11517	První je nutno omýt vodou a nechat uschnout.	1
491	11409	Dlouho se nabíjí (12h).	1
492	11266	Obtížné se shání parfém do visavače cenově drahé.	0
493	10813	I nejnížší sací výkon je pro mne stále příliš silný - dříve jsem byla zvyklá používat i jemnější chod vysavače např.	1
494	9941	Při vysávání je možné se s druhým i bavit.	0
495	9739	Snadné mytí nádobky se špinavou vodou.	0
496	9351	Přehledný návod na používání.	0
497	10907	Při neopatrném vysypání cyklonu do koše se zvedne prach a usadí se na vnější straně cyklonu.	1
498	11265	V porovnání s velkým vysavačem nevysaje vše.	1
499	9529	Jsme mile překvapeni silou vysávání a hlavně tichým zvukem.	0
500	9914	Špatný přístup k vysypání nádoby s prachem.	0
501	11051	O žádné zatím nevím.	1
